phone_num,client_id,contact,day_of_week,month,duration,contact_type
906-299-9472,537,cellular,Wednesday,August,642,cellular
218-741-6879,538,cellular,Monday,September,387,telephone
720-911-9838,539,cellular,Thursday,December,234,telephone
912-553-7453,540,telephone,Sunday,February,406,cellular
847-277-3777,541,cellular,Saturday,January,164,cellular
478-678-1310,542,cellular,Thursday,April,193,cellular
419-469-7400,543,cellular,Thursday,April,137,telephone
210-447-7655,544,telephone,Saturday,August,428,telephone
508-063-4932,545,cellular,Tuesday,August,177,telephone
847-180-0688,546,cellular,Tuesday,April,119,cellular
606-319-0435,547,telephone,Thursday,September,113,telephone
716-079-1955,548,telephone,Saturday,May,450,telephone
210-107-6513,549,telephone,Thursday,December,403,cellular
669-323-1803,550,cellular,Friday,October,681,telephone
678-635-7580,551,cellular,Monday,September,345,telephone
563-086-4094,552,cellular,Friday,August,345,telephone
479-647-9460,553,cellular,Sunday,May,100,telephone
516-728-0347,554,telephone,Thursday,September,857,telephone
814-926-1966,555,cellular,Sunday,January,662,cellular
620-225-5434,556,telephone,Tuesday,September,810,cellular
580-676-0046,557,cellular,Saturday,June,465,telephone
209-120-6424,558,cellular,Monday,August,423,cellular
223-016-5839,559,telephone,Tuesday,March,287,cellular
786-788-5346,560,telephone,Tuesday,March,398,cellular
843-262-2211,561,cellular,Monday,May,838,telephone
959-684-6778,562,cellular,Saturday,March,860,telephone
209-965-2181,563,cellular,Saturday,October,772,telephone
860-859-7840,564,telephone,Monday,April,437,telephone
278-354-9636,565,telephone,Friday,August,519,telephone
213-249-6393,566,telephone,Tuesday,September,285,telephone
662-762-6132,567,telephone,Thursday,March,537,cellular
208-752-2329,568,cellular,Sunday,May,742,telephone
223-861-1734,569,cellular,Friday,November,578,telephone
657-423-9187,570,cellular,Thursday,June,21,cellular
618-482-3010,571,cellular,Friday,December,767,cellular
718-527-8478,572,cellular,Thursday,July,509,cellular
817-397-2447,573,cellular,Tuesday,March,364,cellular
831-039-6677,574,telephone,Saturday,June,876,telephone
501-924-5483,575,telephone,Sunday,October,935,telephone
315-909-5220,576,cellular,Wednesday,December,953,cellular
856-538-9306,577,telephone,Friday,May,569,cellular
917-021-8790,578,cellular,Tuesday,March,509,cellular
610-473-5751,579,telephone,Friday,October,230,telephone
319-787-9957,580,cellular,Wednesday,December,931,telephone
401-643-0946,581,cellular,Thursday,November,143,telephone
949-958-8708,582,telephone,Thursday,August,831,cellular
413-230-3648,583,telephone,Wednesday,September,992,cellular
810-869-0244,584,telephone,Wednesday,August,664,telephone
617-930-9860,585,telephone,Sunday,March,315,cellular
509-107-7957,586,cellular,Tuesday,October,272,cellular
213-543-9635,587,cellular,Monday,July,176,cellular
435-045-9071,588,telephone,Monday,April,918,telephone
307-791-4418,589,telephone,Saturday,July,761,telephone
415-001-6070,590,cellular,Friday,May,829,cellular
616-548-9933,591,telephone,Saturday,September,25,telephone
540-775-5644,592,telephone,Monday,April,9993,telephone
940-397-3553,593,cellular,Wednesday,March,953,telephone
319-439-6278,594,cellular,Sunday,January,661,telephone
718-828-6334,595,cellular,Tuesday,July,484,cellular
228-083-3856,596,cellular,Friday,June,421,cellular
779-017-9079,597,telephone,Wednesday,October,534,cellular
773-641-2489,598,cellular,Wednesday,September,290,cellular
380-650-7212,599,telephone,Sunday,August,237,telephone
843-782-4041,600,telephone,Monday,September,875,telephone
678-515-7518,601,cellular,Sunday,November,980,cellular
859-316-8147,602,telephone,Friday,January,63,cellular
314-723-8588,603,cellular,Monday,July,876,cellular
231-721-7261,604,telephone,Saturday,May,940,telephone
606-206-9019,605,telephone,Wednesday,October,365,telephone
464-781-3988,606,cellular,Saturday,November,227,cellular
814-512-0552,607,cellular,Wednesday,July,606,cellular
567-791-3582,608,telephone,Tuesday,February,157,telephone
832-555-7023,609,telephone,Friday,February,955,telephone
909-085-4090,610,telephone,Saturday,May,948,telephone
317-956-6262,611,cellular,Friday,August,781,telephone
530-583-7615,612,telephone,Friday,July,307,cellular
407-681-6546,613,cellular,Monday,November,431,cellular
775-763-0859,614,telephone,Saturday,April,56,telephone
310-000-7752,615,telephone,Friday,May,73,telephone
518-604-5771,616,cellular,Friday,April,924,telephone
440-839-1578,617,cellular,Thursday,January,362,telephone
479-104-8657,618,cellular,Monday,March,116,cellular
228-516-0239,619,telephone,Wednesday,June,583,cellular
262-571-9562,620,telephone,Monday,March,714,telephone
413-263-7563,621,cellular,Thursday,June,618,cellular
947-520-7622,622,telephone,Tuesday,March,895,telephone
862-091-3165,623,telephone,Monday,April,502,telephone
405-792-6591,624,telephone,Tuesday,January,999,telephone
575-607-8221,625,telephone,Saturday,February,883,cellular
225-855-1073,626,cellular,Monday,July,801,cellular
220-208-2765,627,cellular,Sunday,March,586,cellular
863-216-8320,628,telephone,Saturday,January,253,telephone
480-379-8855,629,cellular,Tuesday,September,433,cellular
207-706-7176,630,cellular,Tuesday,January,658,cellular
313-741-6058,631,telephone,Monday,November,643,telephone
936-391-7288,632,telephone,Thursday,July,70,cellular
305-319-3157,633,cellular,Tuesday,July,935,cellular
936-539-8104,634,telephone,Wednesday,May,145,cellular
615-827-1856,635,cellular,Sunday,November,170,cellular
712-488-8629,636,telephone,Saturday,October,535,cellular
610-481-3295,637,telephone,Thursday,June,861,telephone
202-385-3676,638,cellular,Thursday,February,400,telephone
713-549-7295,639,telephone,Saturday,August,451,cellular
479-460-8689,640,telephone,Wednesday,April,739,telephone
283-694-5532,641,cellular,Wednesday,April,404,cellular
419-179-6583,642,cellular,Sunday,May,404,cellular
302-249-3602,643,cellular,Tuesday,November,350,cellular
479-018-0342,644,cellular,Tuesday,December,176,cellular
317-367-9638,645,cellular,Wednesday,September,351,cellular
502-228-4348,646,cellular,Wednesday,January,886,cellular
508-498-5428,647,cellular,Monday,September,999,cellular
754-129-1207,648,telephone,Thursday,September,857,telephone
478-921-8486,649,cellular,Monday,April,69,cellular
325-222-0954,650,telephone,Friday,August,855,cellular
251-009-7152,651,cellular,Wednesday,August,539,telephone
470-236-7172,652,telephone,Wednesday,May,561,telephone
262-070-4192,653,telephone,Wednesday,February,755,telephone
712-397-9513,654,telephone,Tuesday,May,838,cellular
323-929-6503,655,telephone,Tuesday,December,999,cellular
559-167-5446,656,telephone,Friday,July,240,cellular
662-948-5790,657,cellular,Monday,February,390,cellular
351-123-9167,658,cellular,Friday,November,396,telephone
954-554-4749,659,cellular,Friday,May,442,cellular
586-102-3699,660,telephone,Thursday,June,494,telephone
272-964-4628,661,telephone,Monday,June,633,telephone
678-875-7197,662,telephone,Tuesday,June,971,telephone
346-365-5200,663,cellular,Saturday,February,820,telephone
903-775-7013,664,telephone,Tuesday,July,256,telephone
380-972-2411,665,cellular,Saturday,April,298,cellular
906-638-7421,666,telephone,Monday,April,494,telephone
760-598-6123,667,cellular,Friday,October,26,cellular
815-270-3912,668,telephone,Wednesday,October,422,telephone
475-939-3207,669,cellular,Thursday,July,139,cellular
835-889-7819,670,telephone,Thursday,May,375,cellular
907-666-1715,671,telephone,Sunday,November,247,telephone
651-490-6038,672,telephone,Friday,July,123,cellular
657-827-6562,673,telephone,Sunday,November,678,telephone
248-236-6518,674,cellular,Monday,September,471,telephone
907-145-4240,675,telephone,Saturday,August,484,telephone
828-640-8617,676,telephone,Tuesday,November,50,telephone
225-942-0458,677,cellular,Tuesday,June,898,cellular
203-819-9320,678,cellular,Saturday,September,423,cellular
423-722-0063,679,telephone,Monday,April,912,telephone
480-677-6255,680,cellular,Thursday,July,9996,telephone
906-086-4055,681,cellular,Friday,January,327,telephone
929-700-8014,682,telephone,Wednesday,November,760,telephone
616-362-9951,683,cellular,Friday,September,798,telephone
715-783-3147,684,cellular,Monday,September,734,cellular
858-895-8374,685,cellular,Friday,July,868,cellular
331-783-1540,686,telephone,Monday,February,262,telephone
234-483-0292,687,cellular,Tuesday,February,490,telephone
608-409-1153,688,telephone,Wednesday,May,768,cellular
832-267-8400,689,telephone,Friday,December,241,cellular
606-795-1083,690,telephone,Saturday,March,232,telephone
719-193-5481,691,cellular,Thursday,July,931,telephone
978-509-4444,692,cellular,Friday,July,225,cellular
915-040-7933,693,cellular,Thursday,March,353,telephone
270-526-1854,694,telephone,Saturday,October,782,cellular
318-428-5157,695,cellular,Sunday,July,267,telephone
419-911-3600,696,cellular,Friday,September,839,telephone
315-648-4053,697,cellular,Thursday,September,813,telephone
252-438-1000,698,telephone,Saturday,July,125,telephone
302-843-0328,699,cellular,Sunday,October,650,telephone
813-101-4378,700,telephone,Monday,May,526,telephone
617-269-0434,701,cellular,Friday,June,283,telephone
914-353-3401,702,cellular,Sunday,June,536,cellular
626-104-1645,703,telephone,Monday,April,809,cellular
323-953-0576,704,telephone,Wednesday,June,360,cellular
706-876-0555,705,telephone,Monday,March,95,telephone
516-269-4490,706,telephone,Tuesday,May,772,cellular
541-044-3672,707,cellular,Thursday,March,723,telephone
757-920-4745,708,cellular,Wednesday,August,720,telephone
219-004-1077,709,cellular,Thursday,September,922,cellular
203-074-2267,710,cellular,Thursday,July,690,telephone
309-600-6572,711,telephone,Monday,June,886,cellular
865-940-8906,712,cellular,Friday,February,486,telephone
803-897-3995,713,cellular,Monday,September,56,cellular
816-530-5327,714,cellular,Tuesday,April,999,cellular
719-868-2379,715,cellular,Monday,December,643,cellular
252-762-8608,716,telephone,Friday,February,601,cellular
234-585-4607,717,cellular,Monday,April,294,telephone
629-900-0493,718,telephone,Sunday,January,478,cellular
810-864-9076,719,cellular,Friday,October,512,cellular
283-609-2039,720,cellular,Monday,December,221,cellular
937-634-2543,721,telephone,Wednesday,November,521,cellular
470-599-6334,722,cellular,Sunday,May,815,cellular
219-086-6176,723,cellular,Saturday,March,75,cellular
409-719-1680,724,cellular,Sunday,October,856,telephone
267-413-4768,725,cellular,Wednesday,February,897,telephone
301-938-8688,726,telephone,Wednesday,September,121,telephone
313-227-0014,727,cellular,Tuesday,July,729,telephone
417-132-4350,728,cellular,Tuesday,May,134,telephone
520-926-5315,729,telephone,Friday,April,499,telephone
404-889-2854,730,telephone,Sunday,May,933,cellular
317-686-1558,731,telephone,Tuesday,July,428,telephone
304-633-3950,732,telephone,Tuesday,June,972,telephone
872-034-4832,733,telephone,Thursday,May,961,cellular
509-812-3685,734,telephone,Wednesday,December,646,telephone
217-312-9289,735,telephone,Tuesday,June,3,cellular
217-953-9611,736,telephone,Friday,March,444,cellular
404-659-9734,737,telephone,Thursday,November,5,telephone
570-655-4777,738,cellular,Monday,June,247,telephone
915-280-0975,739,cellular,Monday,December,314,cellular
773-480-6706,740,cellular,Friday,December,509,telephone
813-879-5953,741,telephone,Tuesday,May,932,cellular
308-957-5526,742,telephone,Wednesday,January,343,cellular
440-415-4225,743,telephone,Thursday,June,509,telephone
551-466-9325,744,telephone,Thursday,January,135,cellular
845-606-6917,745,telephone,Tuesday,January,425,telephone
985-360-1049,746,cellular,Saturday,June,408,telephone
412-924-1998,747,telephone,Sunday,July,603,telephone
513-836-2826,748,telephone,Tuesday,October,358,telephone
725-260-0318,749,cellular,Tuesday,August,980,telephone
812-871-3985,750,telephone,Sunday,July,9995,cellular
562-405-1810,751,telephone,Thursday,November,746,cellular
858-811-7788,752,cellular,Tuesday,November,245,telephone
443-442-8546,753,telephone,Tuesday,December,360,telephone
402-496-3710,754,cellular,Wednesday,October,705,telephone
541-435-9252,755,cellular,Wednesday,February,648,cellular
682-487-5830,756,telephone,Sunday,August,707,telephone
507-495-3852,757,cellular,Tuesday,February,9996,cellular
215-873-1651,758,cellular,Tuesday,May,538,cellular
650-113-7864,759,telephone,Sunday,January,2999,cellular
641-926-6466,760,telephone,Wednesday,November,375,telephone
816-201-8345,761,telephone,Wednesday,March,941,telephone
708-522-8214,762,cellular,Sunday,May,79,cellular
510-277-2510,763,cellular,Tuesday,March,206,telephone
817-069-0116,764,cellular,Monday,August,289,cellular
810-267-7296,765,telephone,Saturday,January,603,telephone
814-870-8648,766,cellular,Wednesday,December,9996,telephone
914-300-3546,767,telephone,Sunday,March,63,cellular
612-843-8141,768,telephone,Thursday,January,562,telephone
610-269-6674,769,cellular,Wednesday,December,750,telephone
575-779-3255,770,cellular,Wednesday,May,64,telephone
927-281-8735,771,cellular,Sunday,April,745,telephone
415-484-2310,772,cellular,Friday,July,526,cellular
904-636-9060,773,telephone,Sunday,July,902,cellular
916-171-8141,774,cellular,Wednesday,March,986,telephone
315-991-9412,775,cellular,Friday,March,347,telephone
765-776-0193,776,telephone,Monday,April,628,telephone
818-443-2332,777,cellular,Friday,August,94,cellular
425-405-5528,778,telephone,Saturday,July,189,telephone
240-591-9344,779,cellular,Tuesday,July,674,cellular
220-283-6113,780,telephone,Sunday,July,671,cellular
407-721-7425,781,cellular,Saturday,August,173,telephone
502-822-1245,782,cellular,Saturday,September,362,telephone
678-187-4527,783,cellular,Tuesday,August,120,cellular
865-905-7643,784,cellular,Saturday,June,194,cellular
606-657-2161,785,cellular,Monday,August,722,cellular
253-131-9203,786,cellular,Saturday,April,748,cellular
406-942-4381,787,cellular,Monday,November,274,cellular
935-563-1230,788,cellular,Friday,November,42,telephone
361-662-2767,789,telephone,Friday,September,628,cellular
320-939-4313,790,cellular,Saturday,June,815,telephone
539-606-1056,791,cellular,Monday,June,782,telephone
408-711-5575,792,cellular,Friday,August,273,cellular
319-067-6404,793,cellular,Sunday,February,378,telephone
406-966-4707,794,cellular,Wednesday,December,999,cellular
808-735-2248,795,telephone,Thursday,September,251,telephone
667-940-5540,796,telephone,Saturday,March,218,telephone
305-234-3014,797,telephone,Thursday,August,422,telephone
743-780-4441,798,cellular,Wednesday,August,85,telephone
276-634-1334,799,cellular,Tuesday,January,644,cellular
405-998-0883,800,cellular,Monday,February,602,telephone
256-587-3757,801,cellular,Saturday,March,70,telephone
608-099-4187,802,cellular,Wednesday,April,720,telephone
215-369-6208,803,telephone,Monday,March,742,cellular
929-441-8895,804,telephone,Monday,October,891,cellular
